index,0
Clara Harris (criminal),Emigrantes colombianos hacia Estados Unidos
Mauricio Henao,Emigrantes colombianos hacia Estados Unidos
Zulay Henao,Emigrantes colombianos hacia Estados Unidos
Will Jimeno,Emigrantes colombianos hacia Estados Unidos
John Leguizamo,Emigrantes colombianos hacia Estados Unidos
Carlos Llamosa,Emigrantes colombianos hacia Estados Unidos
Nydia Helena Mayolo Quiroga,Emigrantes colombianos hacia Estados Unidos
Edison Miranda,Emigrantes colombianos hacia Estados Unidos
Jorge Muñoz Zapata,Emigrantes colombianos hacia Estados Unidos
Adriana Ocampo,Emigrantes colombianos hacia Estados Unidos
Guilloume Pérez Zapata,Emigrantes colombianos hacia Estados Unidos
Carlos Julio Ramírez,Emigrantes colombianos hacia Estados Unidos
Diego Restrepo,Emigrantes colombianos hacia Estados Unidos
Fuad Reveiz,Emigrantes colombianos hacia Estados Unidos
Reynaldo Rodríguez,Emigrantes colombianos hacia Estados Unidos
Melanie Rios,Emigrantes colombianos hacia Estados Unidos
Tatiana Toro,Emigrantes colombianos hacia Estados Unidos
Bernardo Trujillo,Emigrantes colombianos hacia Estados Unidos
Diana Trujillo,Emigrantes colombianos hacia Estados Unidos
Sara Tunes,Emigrantes colombianos hacia Estados Unidos
Kali Uchis,Emigrantes colombianos hacia Estados Unidos
Andrés Useche,Emigrantes colombianos hacia Estados Unidos
Virginia Vallejo,Emigrantes colombianos hacia Estados Unidos
Sofía Vergara,Emigrantes colombianos hacia Estados Unidos
Jaider Villa,Emigrantes colombianos hacia Estados Unidos
Alfonso Villegas,Emigrantes colombianos hacia Estados Unidos
Mario Volpe,Emigrantes colombianos hacia Estados Unidos
Categoría:María Luisa Piraquive,Emigrantes colombianos hacia Estados Unidos
Asesinato de John F. Kennedy,Crisis políticas en Estados Unidos
Escándalo Lewinsky,Crisis políticas en Estados Unidos
Intentos de destitución de Donald Trump de 2021,Crisis políticas en Estados Unidos
Primer proceso de destitución de Donald Trump,Crisis políticas en Estados Unidos
Proceso de destitución de Bill Clinton,Crisis políticas en Estados Unidos
Protestas contra la Guerra de Vietnam,Crisis políticas en Estados Unidos
Segundo proceso de destitución de Donald Trump,Crisis políticas en Estados Unidos
Categoría:Atentados del 11 de septiembre de 2001,Crisis políticas en Estados Unidos
Categoría:Controversias de las elecciones presidenciales de Estados Unidos de 2016,Crisis políticas en Estados Unidos
Categoría:Movimiento por los derechos civiles en Estados Unidos,Crisis políticas en Estados Unidos
Categoría:Protestas por la muerte de George Floyd,Crisis políticas en Estados Unidos
Categoría:Watergate,Crisis políticas en Estados Unidos
Adolphe Brunel,Emigrantes de Francia
Alejo Carpentier,Emigrantes de Francia
Colonia francesa de Jicaltepec-San Rafael,Emigrantes de Francia
Jean Corbon,Emigrantes de Francia
Fella El Djazairia,Emigrantes de Francia
Juan María Marcelino Gilibert,Emigrantes de Francia
Categoría:Exiliados franceses,Emigrantes de Francia
Categoría:Emigrantes franceses hacia Argentina,Emigrantes de Francia
Categoría:Emigrantes franceses hacia Australia,Emigrantes de Francia
Categoría:Emigrantes franceses hacia Brasil,Emigrantes de Francia
Categoría:Emigrantes franceses hacia Chile,Emigrantes de Francia
Categoría:Emigrantes franceses hacia Colombia,Emigrantes de Francia
Categoría:Emigrantes franceses hacia Ecuador,Emigrantes de Francia
Categoría:Emigrantes franceses hacia España,Emigrantes de Francia
Categoría:Emigrantes franceses hacia Estados Unidos,Emigrantes de Francia
Categoría:Emigrantes franceses hacia Honduras,Emigrantes de Francia
Categoría:Emigrantes franceses hacia Israel,Emigrantes de Francia
Categoría:Emigrantes franceses hacia Italia,Emigrantes de Francia
Categoría:Emigrantes franceses hacia México,Emigrantes de Francia
Categoría:Emigrantes franceses hacia Perú,Emigrantes de Francia
Categoría:Emigrantes franceses hacia Portugal,Emigrantes de Francia
Categoría:Emigrantes franceses hacia Reino Unido,Emigrantes de Francia
Categoría:Emigrantes franceses hacia República Dominicana,Emigrantes de Francia
Categoría:Emigrantes franceses hacia Venezuela,Emigrantes de Francia
Isabel Alçada,Escritoras de Portugal
Gabriela Antunes,Escritoras de Portugal
Ana Bela Baltazar,Escritoras de Portugal
Olinda Beja,Escritoras de Portugal
Agustina Bessa-Luís,Escritoras de Portugal
Ana D. Caperta,Escritoras de Portugal
Dulce Maria Cardoso,Escritoras de Portugal
Cucha Carvalheiro,Escritoras de Portugal
Maria Judite de Carvalho,Escritoras de Portugal
Ana de Castro Osório,Escritoras de Portugal
Fernanda de Castro,Escritoras de Portugal
Mariana Coelho,Escritoras de Portugal
Isabel Correa,Escritoras de Portugal
Ana Isabel D. Correia,Escritoras de Portugal
Hélia Correia,Escritoras de Portugal
Beatriz Costa,Escritoras de Portugal
Bernardete Costa,Escritoras de Portugal
Sandra Carla Craveiro,Escritoras de Portugal
Marta Crawford,Escritoras de Portugal
Vimala Devi,Escritoras de Portugal
Joana Amaral Dias,Escritoras de Portugal
Maria Adélia Diniz,Escritoras de Portugal
Ana do Vale Lázaro,Escritoras de Portugal
Maria Cristina Duarte,Escritoras de Portugal
Alexandra C.S. Escudeiro,Escritoras de Portugal
Florbela Espanca,Escritoras de Portugal
María Dalila Espírito Santo,Escritoras de Portugal
Maria Armanda Falcão,Escritoras de Portugal
Clara Ferreira Alves,Escritoras de Portugal
Bernarda Ferreira de Lacerda,Escritoras de Portugal
Isabela Figueiredo,Escritoras de Portugal
Carina Freitas,Escritoras de Portugal
Teolinda Gersão,Escritoras de Portugal
Lutegarda Guimarães de Caires,Escritoras de Portugal
Miriam Halpern Pereira,Escritoras de Portugal
Helena Hespanhol,Escritoras de Portugal
Públia Hortênsia de Castro,Escritoras de Portugal
Lídia Jorge,Escritoras de Portugal
Grada Kilomba,Escritoras de Portugal
Ana Lamy,Escritoras de Portugal
Raquel Lima,Escritoras de Portugal
Etelvina Lopes de Almeida,Escritoras de Portugal
Amália Luazes,Escritoras de Portugal
Ana Maria Magalhães (escritora),Escritoras de Portugal
Maria Aurora,Escritoras de Portugal
Olga Mariano,Escritoras de Portugal
Branca Edmée Marques,Escritoras de Portugal
Inocência Mata,Escritoras de Portugal
Ireneia Melo,Escritoras de Portugal
Amarilis Paula Alberti de Varennes e Mendonça,Escritoras de Portugal
Marieta Dá Mesquita,Escritoras de Portugal
Aura Miguel,Escritoras de Portugal
Maria João Mira,Escritoras de Portugal
Maria Filomena Molder,Escritoras de Portugal
Yara Monteiro,Escritoras de Portugal
Maria Olga de Moraes Sarmento da Silveira,Escritoras de Portugal
Susana Moreira Marques,Escritoras de Portugal
Alice Ogando,Escritoras de Portugal
Ana Paula Paes,Escritoras de Portugal
Inês Pedrosa,Escritoras de Portugal
Adelaide Penha de Magalhães,Escritoras de Portugal
Djaimilia Pereira de Almeida,Escritoras de Portugal
Alice Pestana,Escritoras de Portugal
Beatriz Pinheiro,Escritoras de Portugal
Clara Pinto Correia,Escritoras de Portugal
Margarida Pinto Correia,Escritoras de Portugal
Ondina Pires,Escritoras de Portugal
Virgínia Rau,Escritoras de Portugal
Clara Crabbé Rocha,Escritoras de Portugal
Teresa de Saldanha,Escritoras de Portugal
Amélia dos Santos Costa Cardia,Escritoras de Portugal
Cláudia Semedo,Escritoras de Portugal
Cécilia Loff Pereira Sérgio Costa Gomes,Escritoras de Portugal
Ana Cristina Silva,Escritoras de Portugal
Estela de Sousa e Silva,Escritoras de Portugal
Manuela Sim-Sim,Escritoras de Portugal
Alexandra Solnado,Escritoras de Portugal
Emília de Sousa Costa,Escritoras de Portugal
Maria Amália Vaz de Carvalho,Escritoras de Portugal
Maria Veleda,Escritoras de Portugal
Violante del Cielo,Escritoras de Portugal
Categoría:Dramaturgas de Portugal,Escritoras de Portugal
Categoría:Mujeres novelistas de Portugal,Escritoras de Portugal
Categoría:Poetisas de Portugal,Escritoras de Portugal
Categoría:Traductoras de Portugal,Escritoras de Portugal
Ted Hendricks,Emigrantes guatemaltecos hacia Estados Unidos
Oscar Isaac,Emigrantes guatemaltecos hacia Estados Unidos
Luisa Moreno,Emigrantes guatemaltecos hacia Estados Unidos
Norma Torres,Emigrantes guatemaltecos hacia Estados Unidos
Igor Ansoff,Emigrantes soviéticos hacia Estados Unidos
Isaac Asimov,Emigrantes soviéticos hacia Estados Unidos
Olga Baklánova,Emigrantes soviéticos hacia Estados Unidos
George Balabushka,Emigrantes soviéticos hacia Estados Unidos
Paul A. Baran,Emigrantes soviéticos hacia Estados Unidos
Mijaíl Barýshnikov,Emigrantes soviéticos hacia Estados Unidos
Raissa L. Berg,Emigrantes soviéticos hacia Estados Unidos
Max Boot,Emigrantes soviéticos hacia Estados Unidos
Serguéi Brin,Emigrantes soviéticos hacia Estados Unidos
Yul Brynner,Emigrantes soviéticos hacia Estados Unidos
Alexandra Danílova,Emigrantes soviéticos hacia Estados Unidos
Bella Davídovich,Emigrantes soviéticos hacia Estados Unidos
Maya Deren,Emigrantes soviéticos hacia Estados Unidos
Serguéi Dovlátov,Emigrantes soviéticos hacia Estados Unidos
Eugene Dynkin,Emigrantes soviéticos hacia Estados Unidos
Victoria Fyodorova,Emigrantes soviéticos hacia Estados Unidos
Gueorgui Gámov,Emigrantes soviéticos hacia Estados Unidos
Izrail Guelfand,Emigrantes soviéticos hacia Estados Unidos
Bianna Golodryga,Emigrantes soviéticos hacia Estados Unidos
Liah Greenfeld,Emigrantes soviéticos hacia Estados Unidos
Vladimir Horowitz,Emigrantes soviéticos hacia Estados Unidos
Ivan Lebedeff,Emigrantes soviéticos hacia Estados Unidos
Milla Jovovich,Emigrantes soviéticos hacia Estados Unidos
Alexander Kazhdan,Emigrantes soviéticos hacia Estados Unidos
Irina Krush,Emigrantes soviéticos hacia Estados Unidos
Mila Kunis,Emigrantes soviéticos hacia Estados Unidos
Nina Leen,Emigrantes soviéticos hacia Estados Unidos
Wassily Leontief,Emigrantes soviéticos hacia Estados Unidos
Mila (actriz pornográfica),Emigrantes soviéticos hacia Estados Unidos
Nicolas Rossolimo,Emigrantes soviéticos hacia Estados Unidos
Ayn Rand,Emigrantes soviéticos hacia Estados Unidos
Andrei Shleifer,Emigrantes soviéticos hacia Estados Unidos
Maksim Shostakóvich,Emigrantes soviéticos hacia Estados Unidos
Alina Simone,Emigrantes soviéticos hacia Estados Unidos
Ígor Stravinski,Emigrantes soviéticos hacia Estados Unidos
Genndy Tartakovsky,Emigrantes soviéticos hacia Estados Unidos
Yuri Vardanyan,Emigrantes soviéticos hacia Estados Unidos
Isabelle Vengerova,Emigrantes soviéticos hacia Estados Unidos
Bill Weisband,Emigrantes soviéticos hacia Estados Unidos
Cathy Young,Emigrantes soviéticos hacia Estados Unidos
Igor Youskevitch,Emigrantes soviéticos hacia Estados Unidos
Abraham Zapruder,Emigrantes soviéticos hacia Estados Unidos
Victoria Zdrok,Emigrantes soviéticos hacia Estados Unidos
Jimmy Barnes,Emigrantes escoceses hacia Australia
Peter Boyle (futbolista),Emigrantes escoceses hacia Australia
Karen Farrell,Emigrantes escoceses hacia Australia
Andrew Fisher,Emigrantes escoceses hacia Australia
Colin Friels,Emigrantes escoceses hacia Australia
Janet Greig,Emigrantes escoceses hacia Australia
Colin Hay,Emigrantes escoceses hacia Australia
Hugo Johnstone-Burt,Emigrantes escoceses hacia Australia
Kaiya Jones,Emigrantes escoceses hacia Australia
Louisa Macdonald,Emigrantes escoceses hacia Australia
James David Macdonald,Emigrantes escoceses hacia Australia
Alexander Macleay,Emigrantes escoceses hacia Australia
Norrie May-Welby,Emigrantes escoceses hacia Australia
Peter Dodds McCormick,Emigrantes escoceses hacia Australia
John McDouall Stuart,Emigrantes escoceses hacia Australia
Margaret McLean,Emigrantes escoceses hacia Australia
Thorburn Brailsford Robertson,Emigrantes escoceses hacia Australia
Bon Scott,Emigrantes escoceses hacia Australia
Jane Stocks Greig,Emigrantes escoceses hacia Australia
Angus Young,Emigrantes escoceses hacia Australia
George Young,Emigrantes escoceses hacia Australia
John Paul Young,Emigrantes escoceses hacia Australia
Malcolm Young,Emigrantes escoceses hacia Australia
Día de las Escritoras,Escritoras de España
Angelina Abad Cantavella,Escritoras de España
Mar Abad,Escritoras de España
Mercedes Abad,Escritoras de España
Ana Francisca Abarca de Bolea,Escritoras de España
Montserrat Abelló,Escritoras de España
Ángela de Acevedo,Escritoras de España
María Dolores Acevedo,Escritoras de España
Rosario de Acuña,Escritoras de España
Anna Maria Adroer,Escritoras de España
Alaine Agirre,Escritoras de España
Katixa Agirre,Escritoras de España
Ana Agud,Escritoras de España
Marta Agudo,Escritoras de España
Esperanza Aguilà Ducet,Escritoras de España
Anna Aguilar-Amat,Escritoras de España
Pilar Aguilar Carrasco,Escritoras de España
Beatriz de Aguilar,Escritoras de España
Francisca Aguirre,Escritoras de España
Lydia Aguirre,Escritoras de España
María Aixa Sanz,Escritoras de España
Margarita Aizpuru,Escritoras de España
Luisa Alberca,Escritoras de España
Caterina Albert,Escritoras de España
Núria Albó,Escritoras de España
Aurora de Albornoz,Escritoras de España
Ana Alcolea,Escritoras de España
Lucía Aldao,Escritoras de España
Rosa Allegue,Escritoras de España
Cristina María Alloza Sanz,Escritoras de España
Patricia Almarcegui Elduayen,Escritoras de España
Syra Alonso Brufau,Escritoras de España
Pilar Alonso Ibáñez,Escritoras de España
Sandra Alonso Villar,Escritoras de España
Azahara Alonso Gómez,Escritoras de España
Martha Asunción Alonso,Escritoras de España
Concha Alós,Escritoras de España
María Teresa Álvarez García,Escritoras de España
Emilia Álvarez Mijares del Real,Escritoras de España
Blanca Álvarez González,Escritoras de España
María Ángeles Álvarez Martínez,Escritoras de España
Maribel Álvarez,Escritoras de España
Montserrat Álvarez (poeta),Escritoras de España
Nieves Álvarez (escritora),Escritoras de España
Josefa Amar y Borbón,Escritoras de España
Nuria Amat,Escritoras de España
Sor Ana de la Trinidad,Escritoras de España
Béatrice de Andia,Escritoras de España
Ángela María de la Concepción,Escritoras de España
Maria Àngels Anglada,Escritoras de España
Lola Anglada,Escritoras de España
Leonor Antón,Escritoras de España
Núria Añó,Escritoras de España
Rosa María Aranda,Escritoras de España
Paula Arantzazu,Escritoras de España
María Ángeles Arazo,Escritoras de España
Paca Arceo,Escritoras de España
M. C. Arellano,Escritoras de España
Concepción Arenal,Escritoras de España
María Elena Arenas Cruz,Escritoras de España
Elvira Arias de Apraiz,Escritoras de España
Xela Arias,Escritoras de España
María Elena de Arizmendi Amiel,Escritoras de España
Aurora Arnáiz,Escritoras de España
Mercedes Arriaga Flórez,Escritoras de España
Teresa Arroniz y Bosch,Escritoras de España
Almudena de Arteaga,Escritoras de España
Luisa María Arvide Cambra,Escritoras de España
Julia de Asensi,Escritoras de España
Matilde Asensi,Escritoras de España
Bakarne Atxukarro Estomba,Escritoras de España
Virginia Auber Noya,Escritoras de España
Preciada Azancot,Escritoras de España
Ana Maria Badell Lapetra,Escritoras de España
Ascensión Badiola,Escritoras de España
Laura Baigorri,Escritoras de España
Laura Balagué Gea,Escritoras de España
María Luisa Balaguer Callejón,Escritoras de España
Eva Balaguer-Cortés López,Escritoras de España
Rosa Barasoain,Escritoras de España
Amparo Barayón,Escritoras de España
Barbijaputa,Escritoras de España
Elia Barceló,Escritoras de España
Mariu Bárcena,Escritoras de España
Antonia Bardolet,Escritoras de España
Elena Bargues Capa,Escritoras de España
Ayanta Barilli,Escritoras de España
Nerea Barjola,Escritoras de España
Rita de Barrenechea,Escritoras de España
Sandra Barrera Martín,Escritoras de España
Francisca Bartolozzi,Escritoras de España
Lurdes R. Basolí,Escritoras de España
María Bastarós Hernández,Escritoras de España
Amalia Bautista,Escritoras de España
Ruth Baza,Escritoras de España
María de Santo Domingo,Escritoras de España
Lola Beccaria,Escritoras de España
Ángela Becerra,Escritoras de España
Beatriz Becerra,Escritoras de España
Txaro Begué,Escritoras de España
María Ángeles Belda Soler,Escritoras de España
Mila Beldarrain,Escritoras de España
María Belmonte Barrenechea,Escritoras de España
Elísabet Benavent,Escritoras de España
Esther Bendahan,Escritoras de España
Mar Benegas,Escritoras de España
Pilar Benejam Arguimbau,Escritoras de España
Maria Beneyto,Escritoras de España
Beatriz Bernal,Escritoras de España
Ruth Bernárdez,Escritoras de España
Beatriz Berrocal Pérez,Escritoras de España
Berta Serra Manzanares,Escritoras de España
Fina Birulés,Escritoras de España
Lidia Blanco,Escritoras de España
Carmen Blanco y Trigueros,Escritoras de España
Carmen Blanco García,Escritoras de España
Celia Blanco,Escritoras de España
Lola Blasco,Escritoras de España
Sofía Blasco,Escritoras de España
María Blázquez,Escritoras de España
Josefina Bolinaga,Escritoras de España
Serafina Bonastre Sisteró,Escritoras de España
Isabel Bono,Escritoras de España
María Teresa Borragán Rojas,Escritoras de España
Lolita Bosch,Escritoras de España
Belén Boville Luca de Tena,Escritoras de España
Dolors Bramon,Escritoras de España
Amparo Brime,Escritoras de España
Teresa Broseta,Escritoras de España
María Bruguera Pérez,Escritoras de España
Mariam Budia,Escritoras de España
Eugenia Bueso,Escritoras de España
Sara Búho,Escritoras de España
Milena Busquets,Escritoras de España
Ana Bustelo,Escritoras de España
Gabriela Bustelo,Escritoras de España
